avg	smoch	horni	spodni	time
29.14341055	0.091821966	29.23523252	29.05158858	0
29.20792742	0.122574494	29.33050192	29.08535293	0.03735045
29.21825012	0.221907255	29.44015738	28.99634287	0.074648267
29.21566945	0.24712433	29.46279378	28.96854512	0.11195375
29.22857282	0.261144574	29.48971739	28.96742825	0.1493437
29.27760564	0.179425742	29.45703138	29.0981799	0.186782683
29.30083093	0.236324001	29.53715493	29.06450693	0.224423183
29.18470135	0.245719591	29.43042094	28.93898176	0.26195065
29.27760564	0.194562296	29.47216794	29.08304335	0.299426617
29.28792795	0.207995757	29.49592371	29.07993219	0.33692455
29.38599281	0.269107379	29.65510019	29.11688543	0.374420433
29.3550251	0.286372008	29.64139711	29.06865309	0.411949567
29.38341213	0.408934943	29.79234708	28.97447719	0.449408233
29.33954105	0.317809401	29.65735045	29.02173165	0.486957233
29.32663768	0.256720502	29.58335818	29.06991718	0.52433085
29.31889565	0.30849436	29.62739001	29.01040129	0.561862133
29.34728308	0.284388413	29.63167149	29.06289466	0.599314533
29.40147686	0.267767683	29.66924454	29.13370917	0.63691075
29.36018645	0.287300766	29.64748722	29.07288569	0.674427617
29.43502563	0.254950515	29.68997614	29.18007511	0.711946667
29.39889657	0.323500214	29.72239679	29.07539636	0.749482983
29.42470293	0.312824938	29.73752787	29.11187799	0.787039367
29.41696091	0.427767476	29.84472838	28.98919343	0.824501533
29.44276726	0.333154911	29.77592217	29.10961235	0.86209575
29.52018711	0.318332537	29.83851965	29.20185458	0.8995653
29.53309049	0.346674098	29.87976459	29.18641639	0.937146167
29.50212278	0.304627782	29.80675056	29.197495	0.974656833
29.49438076	0.363186117	29.85756687	29.13119464	1.012224017
29.51502576	0.275829151	29.79085491	29.23919661	1.049747333
29.57954263	0.291214479	29.87075711	29.28832816	1.087260933
29.52792914	0.338588193	29.86651733	29.18934094	1.1246129
29.60276832	0.304911111	29.90767943	29.2978572	1.161955583
29.61567169	0.274206756	29.88987845	29.34146493	1.1992657
29.53825223	0.309357066	29.8476093	29.22889516	1.236551667
29.56405859	0.342460635	29.90651922	29.22159795	1.2738897
29.59760736	0.327510059	29.92511742	29.2700973	1.3111287
29.54341319	0.329840295	29.87325348	29.21357289	1.3484834
29.58728466	0.334631227	29.92191589	29.25265343	1.385904033
29.68534952	0.281706146	29.96705566	29.40364337	1.42325545
29.63373641	0.231771249	29.86550766	29.40196516	1.4605374
29.56405859	0.368049813	29.9321084	29.19600877	1.497780617
29.61051073	0.386031204	29.99654194	29.22447953	1.535064067
29.55889724	0.329941239	29.88883847	29.228956	1.572411433
29.60792966	0.266770919	29.87470058	29.34115875	1.609657783
29.62857506	0.264816567	29.89339163	29.3637585	1.646941
29.56147791	0.296652788	29.8581307	29.26482512	1.6842266
29.5924464	0.297101624	29.88954803	29.29534478	1.721514383
29.57696157	0.310109292	29.88707086	29.26685227	1.758776767
29.62083343	0.313589996	29.93442343	29.30724344	1.796065917
29.56405859	0.304364637	29.86842322	29.25969395	1.833424917
29.62599439	0.29833179	29.92432618	29.3276626	1.870804883
29.63889816	0.268859369	29.90775753	29.37003879	1.908216933
29.58470398	0.363644438	29.94834842	29.22105955	1.945452267
29.57954263	0.336417629	29.91596026	29.24312501	1.982796267
29.68793059	0.350875374	30.03880596	29.33705521	2.02019685
29.64663979	0.271840533	29.91848032	29.37479925	2.057463267
29.61567208	0.23987716	29.85554924	29.37579492	2.094789083
29.61825236	0.266745984	29.88499835	29.35150638	2.1320779
29.59760736	0.217542681	29.81515004	29.38006468	2.169298183
29.65696209	0.26360666	29.92056875	29.39335543	2.207395817
29.62857506	0.29951255	29.92808761	29.32906251	2.24473985
29.56405898	0.264565225	29.8286242	29.29949375	2.28205195
29.60018803	0.259019906	29.85920794	29.34116813	2.319376667
29.63115574	0.264363466	29.8955192	29.36679227	2.356752017
29.61567208	0.263049761	29.87872184	29.35262232	2.3941242
29.62083304	0.276817354	29.89765039	29.34401569	2.431412317
29.66986586	0.267867073	29.93773293	29.40199879	2.468927
29.64405951	0.229287574	29.87334708	29.41477193	2.50622395
29.74470504	0.283990084	30.02869512	29.46071495	2.54353745
29.70341463	0.239654113	29.94306875	29.46376052	2.58083905
29.70857598	0.228121935	29.93669792	29.48045405	2.6181017
29.70083396	0.313377901	30.01421186	29.38745606	2.655513417
29.64147844	0.244686852	29.88616529	29.39679159	2.692875183
29.67760828	0.198291859	29.87590014	29.47931642	2.7301796
29.70083357	0.256850278	29.95768384	29.44398329	2.76748
29.65180114	0.239654198	29.89145533	29.41214694	2.804718667
29.68276963	0.203103499	29.88587313	29.47966613	2.842042133
29.68793059	0.246801283	29.93473187	29.4411293	2.879379783
29.63631709	0.259430175	29.89574726	29.37688691	2.916695033
29.68534952	0.212116785	29.8974663	29.47323273	2.953912233
29.65180153	0.195075124	29.84687665	29.45672641	2.991261033
29.66986586	0.252509427	29.92237529	29.41735643	3.028656783
29.71889868	0.210763048	29.92966173	29.50813564	3.065959667
29.75760841	0.204996353	29.96260477	29.55261206	3.103229133
29.72664031	0.254244112	29.98088443	29.4723962	3.140586167
29.71115666	0.254506564	29.96566322	29.4566501	3.178118283
29.77309207	0.224146256	29.99723833	29.54894581	3.2154427
29.76018869	0.240070704	30.0002594	29.52011799	3.25269805
29.77309207	0.257213068	30.03030514	29.515879	3.289962767
29.74728532	0.240763281	29.9880486	29.50652204	3.327311417
29.71889829	0.232689013	29.9515873	29.48620928	3.36469555
29.75760802	0.278902597	30.03651062	29.47870542	3.401989867
29.82728585	0.216621874	30.04390772	29.61066397	3.439412383
29.79889882	0.235872866	30.03477168	29.56302595	3.47674625
29.81954382	0.314099422	30.13364325	29.5054444	3.514055183
29.76793111	0.227537989	29.9954691	29.54039312	3.551292767
29.81696315	0.260710376	30.07767352	29.55625277	3.588630917
29.92535071	0.302939367	30.22829007	29.62241134	3.625936583
29.95115745	0.355907156	30.30706461	29.5952503	3.663252783
30.03115838	0.231742503	30.26290088	29.79941587	3.700558167
29.9872869	0.30254342	30.28983032	29.68474348	3.737825917
30.06470715	0.318730157	30.38343731	29.74597699	3.775135533
30.08793283	0.298353521	30.38628635	29.78957931	3.812423117
30.11373997	0.352956609	30.46669658	29.76078336	3.8497896
30.14728874	0.415991289	30.56328003	29.73129745	3.887098133
30.16019172	0.347709846	30.50790157	29.81248188	3.9243657
30.15761105	0.333694336	30.49130539	29.82391671	3.9625319
30.2143859	0.407597611	30.62198351	29.80678829	3.999797633
30.1318043	0.313844575	30.44564888	29.81795973	4.037175217
30.32019278	0.280521861	30.60071464	30.03967092	4.074403733
30.35632183	0.36656345	30.72288528	29.98975838	4.111788183
30.34341846	0.446208279	30.78962674	29.89721018	4.149065317
30.46729007	0.43097845	30.89826852	30.03631162	4.186283733
30.46470939	0.403970527	30.86867992	30.06073886	4.223626467
30.47245142	0.373046163	30.84549758	30.09940525	4.260886917
